url,target,Phishing
https://u1195366phl.ha004.t.justns.ru/labanquepostale/web/index.php?cheking=pass&amp;id=69393192,Other,1
https://emerrsons.com/20212---gdpr-compliance-web102.shr.prod.phx3.secureserver.ne/login.html,Other,1
http://www.kincob.cl/administrator/authorize_client_id:9ljtky53-l4gi-3,Other,1
http://www.kincob.cl/administrator/authorize_client_id:wsz7bqc1-0tgn-h930-c5kp-yrl8bnqhm69z_kp7b1xntre8dqc0j4352hzyivagwfulso6m9lv850bdwxojegfihs9r4c21ynk63u7zmqptaqi9e2d8gxfy6k3aso40cuz1v7mwtljbpr5nh?status=putuser,Other,1
https://575418.selcdn.ru/6768045177188650779416768045177188916540588430072/6768045177188650779416768045177188916540588430072/comcast4OLVfRFm/comcast4OLVfRFm.html?83_aJjkvU053dh2qESwbhSn93984jjd8pksh_048jdkkd9n488,Other,1
http://platotech.com.au/top/docusign5apps/d6fa27291e8e3a2de4f820a60a58f205/,Other,1
https://submitreview.com/AG/,Other,0
https://polomcapital.com/mbnb/index.html,Other,0
http://whatsappbkp78.grupbokep6899.duckdns.org/,Other,1
http://grupevos-notnot21.duckdns.org/,Other,1
http://joingrup-mabar-icapoerty.duckdns.org/,Other,1
http://join-groupxnx6x.duckdns.org/,Other,1
http://live5zp4.com/=0A=,Other,0
http://join-grupmabar-icapoerty.duckdns.org/,Other,1
http://wagrubtante2021.duckdns.org/,Other,0
http://clouddoc-authorize.firebaseapp.com/......x...,Other,1
http://clouddoc-authorize.firebaseapp.com/......xx,Other,1
http://clouddoc-authorize.firebaseapp.com/.xx./xx...x............,Other,1
http://clouddoc-authorize.firebaseapp.com/.xx./xx...x...xxx,Other,1
https://www.atafai-info.ci/preview/elvis/f5982/,Other,1
http://www.atafai-info.ci/preview/elvis/f5982/,Other,1
https://www.atafai-info.ci/preview/elvis/7d3f1/,Other,1
http://www.atafai-info.ci/preview/elvis/7d3f1/,Other,1
https://www.atafai-info.ci/preview/elvis/f39da/,Other,1
http://www.atafai-info.ci/preview/elvis/f39da/,Other,1
https://www.atafai-info.ci/preview/elvis/46b89/,Other,1
http://www.atafai-info.ci/preview/elvis/46b89/,Other,1
http://ny.hideip.co/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tLw--,Other,1
http://ny.freevideoproxy.com/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tLw--,Other,1
http://fiwito2775.temp.swtest.ru/,Other,1
https://infopersonel.serveftp.com/espaceclient/c775d/,Other,0
https://adobe-account-sign-in.web.app/,Other,1
http://live5zp4.com/=3D0A=3D,Other,0
https://belingue.com.sleepy-gould.107-172-191-10.plesk.page/p/09330/,Other,1
http://belingue.com.sleepy-gould.107-172-191-10.plesk.page/p/09330,Other,1
http://ny.unknownproxy.com/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tLw--,Other,1
http://ny.stop-block.com/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tLw--,Other,1
http://meine.deutsche-bank.de-id1nch1hbhadb92b19adbb109jbnd81ba82baghc.xyz/db/,Other,1
http://securr09b-navyyfeddcu.tk/card_loading.php,Other,1
http://securr09b-navyyfeddcu.tk/email_loading.php,Other,1
http://securr09b-navyyfeddcu.tk/billingloading.php,Other,1
http://securr09b-navyyfeddcu.tk/prompt.php,Other,1
http://securr09b-navyyfeddcu.tk/login.php,Other,1
http://ny.hide-me.org/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tLw--,Other,1
https://nsbhaso.ml/?login=do,Other,0
http://certicodeplus-banquepostale.com/post/web/index.php?cheking=pass&amp;id=3892990,Other,1
http://moncompteenligne.ml/banquepostale/39001,Other,0
http://joinwatsapp.duckdns.org/,Other,0
http://grupwatante-mbul.duckdns.org/,Other,1
http://grubwaasmara2021.duckdns.org/,Other,0
http://ragema3151.temp.swtest.ru/,Other,1
https://www.arcustomviewer.com/dianaestate/,Other,0
http://moncompteenligne.ml/banquepostale/8e48e,Other,0
http://mcllaren.ga/?login=do,Other,0
https://hotelvicinogardaland.it/vulkanslot-bet777.hotelvicinogardaland.it/bp/authentification/colis=586/La%20Banque%20Postale%20-%20compte%20bancaire%20en%20ligne%20-%20Banque%20–%20La%20Banque%20Postale_fichiers/lg.html,Other,1
http://www.joinwatsapp.duckdns.org/,Other,0
https://bleakcomposedcommunication.cerebroofc.repl.co/it,Other,1
https://bleakcomposedcommunication.cerebroofc.repl.co/2735d1,Other,1
https://bleakcomposedcommunication.cerebroofc.repl.co/intesasan,Other,1
https://bleakcomposedcommunication.cerebroofc.repl.co/ru1,Other,1
https://nopeosiehjrb.com/mazon/amazon/,Other,0
http://mclarren.ga/?login=do,Other,0
http://mcllaren.cf/?login=do,Other,0
http://qioplaklgroup.com/mazon/ad5da/,Other,0
https://metrovet.co.ke/.well-known/docs/bizmail.php?email=UkVEQUNURUQ=&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,Other,1
https://cowhorseaustralia.com/wp-admin/newpostale/eded0708dfe855304a50029fccf1a677/,Other,1
https://cowhorseaustralia.com/wp-admin/newpostale/eded0708dfe855304a50029fccf1a677,Other,1
https://cowhorseaustralia.com/wp-admin/newpostale/7836009139c4eb3d39d4d31978994c2a,Other,1
https://cowhorseaustralia.com/wp-admin/newpostale/7836009139c4eb3d39d4d31978994c2a/,Other,1
http://www.whatsapp677.grupwa666.duckdns.org/,Other,1
http://join-groupxn4v.duckdns.org/,Other,1
http://pemersatubangsax69x.duckdns.org/,Other,0
http://live5zp4.com/,Other,0
http://avpdistributors.com/wp-admin/user/chase/firstlog.php?public/enroll/identifyuser-aspx-lob=rbglogon=mtc0mti3ntq0oa==mtc0mti3ntq0oa==&amp;session=mtc0mti3ntq0oa==mtc0mti3ntq0oa==,Other,1
http://hotelvicinogardaland.it/vulkanslot-bet777.hotelvicinogardaland.it/bp/authentification/colis=451,Other,1
http://hotelvicinogardaland.it/vulkanslot-bet777.hotelvicinogardaland.it/bp/authentification/colis=451/,Other,1
https://iuqx.xyz/,Other,0
http://hotelvicinogardaland.it/vulkanslot-bet777.hotelvicinogardaland.it/bp/authentification/colis=268,Other,1
http://hotelvicinogardaland.it/vulkanslot-bet777.hotelvicinogardaland.it/bp/authentification/colis=268/,Other,1
https://liv.dev.miyatsu.vn/wp-content/plugins/lfbrggsnqo/adn/one/,Other,1
https://r3qp3rcsrrch044psduser.sgp1.digitaloceanspaces.com/index.html,Other,1
https://lktc.xyz/,Other,0
https://sunsports.pk/Israel-delivery/dhlil/rwoaopt102154s/,Other,1
http://ksk-kundenbanken-service.de/ksk/sparkasse/de/login/id74568734653463,Other,1
http://ksk-kundenbanken-service.de/ksk/sparkasse/de/login/id74568734653463/*,Other,1
http://www.whatsappbkp78.grupbokep6899.duckdns.org/,Other,1
https://bestgondolas.com.br/audio/sharepoint.php?authlink=offb231101,Other,1
http://clouddoc-authorize.firebaseapp.com/.........,Other,1
http://meine.deutsche-bank.de-id1nch1hbhadb92b19adbb109jbnd81ba82baghc.xyz/db/desk/,Other,1
http://meine.deutsche-bank.de-id1nch1hbhadb92b19adbb109jbnd81ba82baghc.xyz/db/mob,Other,1
http://meine.deutsche-bank.de-id1nch1hbhadb92b19adbb109jbnd81ba82baghc.xyz/db/desk/login.php,Other,1
http://mail.whatsapp677.grupwa666.duckdns.org/,Other,1
https://stearncommunytiy.ru/profiles/76561198380664671,Other,1
https://elastic-jones.198-144-190-113.plesk.page/Vas/f3fec/,Other,1
https://elastic-jones.198-144-190-113.plesk.page/Vas/3f562/,Other,1
https://bit.ly/3hPjh6j,Other,1
https://elastic-jones.198-144-190-113.plesk.page/Vas/1a38c/,Other,1
http://serrvit.cloudns.ph/,Other,0
https://bit.ly/3eAHjjD,Other,1
https://thirsty-haibt.107-175-34-221.plesk.page/Sign_in/85789/,Other,1
https://bit.ly/3hRTUAZ,Other,1
https://elastic-jones.198-144-190-113.plesk.page/vosassurances/cc5bb/,Other,1
https://elastic-jones.198-144-190-113.plesk.page/vosassurances/14091/,Other,1
https://elastic-jones.198-144-190-113.plesk.page/vosassurances/51a8b/,Other,1
https://lindsaymeyerdesign.com/office,Other,0
http://www.kincob.cl/administrator/authorize_client_id:z1cdge3f-ihwa-mpr5-m4g2-eyc4ak9pv1os_s1bwci5jhq08pl9va2yrdogxmfzk73ue4t6nclb85mdtjw3x4ihqr1k76fszv20ya9oenupg9nurl7efk34yavz0x1wgpsibtc2dmjo5hq86?status=putuser,Other,1
http://www.kincob.cl/administrator/authorize_client_id:45mvbjwp-b8wy-x5pg-86vx-qepjcn9286tz_7jh8x40wnpb1cvifakme5ys9outlg3dz62rq8a7l4ftr6we1mk3ci2qgosj5hzdbxnv0yu9pgbma7k48ntso9wr05lh1cu6ivdpjf2yqzxe3?status=putuser,Other,1
http://toptransferchile.cl/000/0003589,Other,0
http://toptransferchile.cl/000/0003589/,Other,0
http://kincob.cl/administrator/authorize_client_id:ejg9urm4-3vei-hib5-bjlg-0w9l5h3rq4s2_12tf6uznjdvx578bpgoawkqcr03lymsh9i4egmrcdbxhjziay12uoqkwe47f6l3npt90v58s01i6ryc8pq5wj9fdtkhabgl3exzosn7mv4u2?status=putuser,Other,1
https://www.mylasvegaslawyer.com/845/LDOEZF/EN,Other,0
https://www.mylasvegaslawyer.com/845/LDOEZF/EN/,Other,0
https://elastic-jones.198-144-190-113.plesk.page/Vas/7e404/,Other,1
https://thirsty-haibt.107-175-34-221.plesk.page/Sign_in/3a67d/,Other,1
https://www.whatsappgroupinvitejoinowgrup28.duckdns.org/,Other,1
http://vasisrestaurant.co.uk/jod-fcc/index-3.html,Other,1
http://vasisrestaurant.co.uk/jod-fcc/index.html,Other,1
http://vasisrestaurant.co.uk/jod-fcc/verifica_indirizzo.html,Other,1
http://vasisrestaurant.co.uk/jod-fcc/errore.html,Other,1
http://vasisrestaurant.co.uk/jod-fcc/*,Other,1
http://vasisrestaurant.co.uk/jod-fcc/fcc-authentication.html,Other,1
http://whatsapp677.grupwa666.duckdns.org/,Other,1
https://elastic-jones.198-144-190-113.plesk.page/vosassurances/16a43/,Other,1
http://santander.co.uk-ollb.live/,Other,1
https://mail.mylasvegaslawyer.com/845/LDOEZF/EN/,Other,0
https://mail.mylasvegaslawyer.com/845/LDOEZF/EN,Other,0
http://securr09b-navyyfeddcu.tk/card.php,Other,1
https://rltravelsmv.com/wp-includes/index.php,Other,0
https://elastic-jones.198-144-190-113.plesk.page/Vas/8af52/,Other,1
https://randy233.cc/,Other,0
https://atualizarmeuapp.xyz/dados.php,Other,0
https://atualizarmeuapp.xyz/,Other,0
https://thirsty-haibt.107-175-34-221.plesk.page/Sign_in/eb73f/,Other,1
https://elastic-jones.198-144-190-113.plesk.page/vosassurances/449c0/,Other,1
https://customreserves.com/DHLEXPRESS/dhl/info.php,Other,0
https://santander.co.uk-ollb.live/Login.php,Other,1
http://whatsappgroupinvitejoinowgrup28.duckdns.org/,Other,0
http://whatsappgroupinvitejoinowgrupjoinow88.duckdns.org/,Other,1
http://whatsappgroupinvitejoinowgrupjoinow83.duckdns.org/,Other,1
http://exhibitionweakness.com/client/,Other,0
http://www.whatsappgroupinvitejoinowgrupjoinow88.duckdns.org/,Other,1
http://mail.whatsappgroupinvitejoinowgrup28.duckdns.org/,Other,1
http://www.whatsappgroupinvitejoinowgrupjoinow83.duckdns.org/,Other,1
http://mail.whatsappgroupinvitejoinowgrupjoinow88.duckdns.org/,Other,1
http://yandexpochta-ip-users-blocked-server-280.000webhostapp.com/,Other,1
https://test.sowazi.com/?appIdKey=60fa22d68d55f1.97250372.60fa22d68d5740.41155521&rv=1&language=US-EN,Other,1
http://test.sowazi.com/?appidkey=60f9bdb3bb23b3.85344127.60f9bdb3bb2d92.39299246&amp;rv=1&amp;language=us-en,Other,1
https://155.94.170.243/,Other,1
http://pinkoliveentertainment.com/wp-messages/images/checkpoint/index.php,Other,1
http://pinkoliveentertainment.com/wp-messages/images/checkpoint/,Other,1
http://pinkoliveentertainment.com/wp-messages/images/checkpoint,Other,1
https://www.bellyncketfils.fr/DB/sign_in.php,Other,0
https://activationservicespostal.is-not-certified.com/c/v/590d5/,Other,1
https://www.arcustomviewer.com/dianaestate/page.php,Other,0
http://qioplaklsolutions.com/mazon/amazon/,Other,0
https://plrd.xyz/,Other,0
https://au.kldi.mnis.xyz/,Other,1
https://blueverifiedhelpcontactfb.com/,Facebook,0
https://caseforpages1574466.web.app/appeal.html,Facebook,0
https://caseforpages1574466.web.app/,Facebook,0
https://caseforpages88174714.web.app/appeal.html,Facebook,0
https://caseforpages88174714.web.app/,Facebook,0
https://www.amazon.ppuysd.casa/,Other,0
https://www.amazon.ppuysd.casa/404.html,Other,0
https://wzr-amoz.xyz/,Other,1
http://onlineczmb.temp.swtest.ru/mbk,Other,1
http://amazon.tresasw.club/404.html,Other,0
http://amazon.tresasw.club/,Other,0
https://bit.ly/2UD58jZ?Facebook_Update,Facebook,1
https://bit.ly/3znYI76?Facebook_Update,Facebook,1
https://aremznsa.000webhostapp.com/help-c.html,Facebook,0
https://frdeixcs.000webhostapp.com/adrescounts/adresfcodn.html,Facebook,1
https://than-upon-mere-survival.my.id/,Facebook,1
https://trqgs.club/r/amazon.co-vpass,Other,0
https://confrim-public.000webhostapp.com/logiin-acond/loginpost.html,Facebook,1
https://hhtytjyjkukuuk.000webhostapp.com/help-support.html,Facebook,1
https://wemnazcz.000webhostapp.com/help-c.html,Facebook,0
https://aemznzsx.000webhostapp.com/help-ms.html,Facebook,0
https://bttfw.cn/pc/Rakutenbank_login.php,Other,0
http://www.line57.xyz/,Other,0
https://www.amazon.losasw.casa/404.html,Other,0
https://www.amazon.losasw.casa/,Other,0
https://revolution-admin-100020030123456789102345678959.tk/checkpoint_next.php,Facebook,1
https://revolution-admin-100020030123456789102345678959.tk/MK1.php,Facebook,1
https://revolution-admin-100020030123456789102345678958.tk/checkpoint_next.php,Facebook,1
https://revolution-admin-100020030123456789102345678958.tk/MK1.php,Facebook,1
https://revolution-admin-100020030123456789102345678957.tk/checkpoint_next.php,Facebook,1
https://revolution-admin-100020030123456789102345678957.tk/MK1.php,Facebook,1
https://revolution-admin-100020030123456789102345678955.tk/MK1.php,Facebook,1
https://revolution-admin-100020030123456789102345678953.tk/checkpoint_next.php,Facebook,1
https://revolution-admin-100020030123456789102345678953.tk/MK1.php,Facebook,1
https://revolution-admin-100020030123456789102345678951.tk/checkpoint_next.php,Facebook,1
https://revolution-admin-100020030123456789102345678951.tk/MK1.php,Facebook,1
https://revolution-admin-100020030123456789102345678956.tk/checkpoint_next.php,Facebook,1
https://revolution-admin-100020030123456789102345678956.tk/MK1.php,Facebook,1
https://revolution-admin-100020030123456789102345678952.tk/checkpoint_next.php,Facebook,1
https://revolution-admin-100020030123456789102345678952.tk/MK1.php,Facebook,1
http://amazon.elasw.casa/404.html,Other,0
http://amazon.elasw.casa/,Other,0
https://123loginservices.weebly.com/,Other,0
https://au.kkdi.lrev.xyz,Other,1
https://sandalci.com.tr/3r/final/3eb71f6293a2a31f3569e10af6552658,Other,1
http://amazon.bluebugata.club/404.html,Other,0
http://amazon.bluebugata.club/,Other,0
http://lepaskanlahapayangkaurasa.cf/Notification_help.html,Facebook,1
http://sdxgfxsdfdszdsd55555.gq/help_login.html,Facebook,0
http://community-and-id-privacy.ga/Verification-page-owner.php,Facebook,1
http://recovery-account-pages-live.my.id/,Facebook,1
http://protect-standards-verify-id.gq/,Facebook,1
http://amazon.redbugata.club/404.html,Other,0
http://amazon.redbugata.club/,Other,0
https://www.amazon.ppuysdgroup.club/,Other,0
https://www.amazon.ppuysdgroup.club/404.html,Other,0
http://bridgewalletsync.com,Other,0
https://tuesqwo.club/r/amazon.co-jp,Other,0
https://inside.sethi.school/wp-includes/SimplePie/Decode/HTML/js,Other,1
https://inside.sethi.school/wp-includes/SimplePie/Decode/HTML/js/,Other,1
https://crazy-clarke.107-175-136-137.plesk.page/CC_POSTALE2021/9057e,Other,1
https://crazy-clarke.107-175-136-137.plesk.page/CC_POSTALE2021/17179,Other,1
https://crazy-clarke.107-175-136-137.plesk.page/CC_POSTALE2021/0da9e,Other,1
https://activationservicespostal.is-not-certified.com/c/v/b1fd6,Other,1
https://activationservicespostal.is-not-certified.com/c/v/6c486,Other,1
http://onlineczmb.temp.swtest.ru/mbk/,Other,1
https://annzon-fhdfg-co-jp.uvxgfs.buzz/,Other,1
https://hipotecagato.com/,Other,0
https://bugawa.club/r/amazon.co-jp,Other,0
https://annzon-fkcut-co-jp.vbdhsr.top/,Other,1
http://47.89.152.161/banks/Tangerine,Other,1
http://47.89.152.161/banks/Tangerine/,Other,1
https://steamcommnuntiy.com/gift-nitro,Steam,0
http://olx-order.pl-id98877985.xyz/getpay/502155801,Other,1
https://olx-order.pl-id98877985.xyz/getpay/502155801,Other,1
https://www.aoazon-ss.shop/,Other,1
http://34.132.129.36/sinbc/home/v4/login,Other,1
http://34.132.129.36/sinbc/home/v4/login,Other,1
http://34.132.129.36/sinbc/home/v4/login/,Other,1
http://34.132.129.36/sinbc/home/v4/login/,Other,1
https://hinszd.com/NEW/amazon/,Other,0
https://crazy-clarke.107-175-136-137.plesk.page/CC_POSTALE2021/17179/,Other,1
https://amaxzdserrs.net/mazon/8f89c/,Other,0
http://reportchase.duckdns.org/hndkyogm=/,Other,0
http://reportchase.duckdns.org/hndkyogm=/signin?d6122fd0fc86135,Other,1
http://amaxzdserrs.net/mazon/56850/,Other,0
http://amaxzdserrs.net/mazon/35058/,Other,0
http://amaxzdserrs.net/mazon/17661/,Other,0
https://www.aoamzon-lj.shop/,Other,1
https://omazon-jp.oinv.shop/,Other,1
https://www.aoamzon-bb.shop/,Other,1
https://i.gal/QyMyD,Other,0
https://email-go.leaderwhatu.com/,Other,1
https://irs.claim-authentication.com,Internal Revenue Service,1
https://steamcommunitli.ru/tradeoffer/76561199074393102,Steam,1
http://bancapichionliw.byethost4.com/,Other,0
https://i.gal/bqsIx,Other,0
http://bancapichionliw.byethost4.com/?i=1,Other,0
https://crazy-clarke.107-175-136-137.plesk.page/CC_POSTALE2021/0da9e/,Other,1
http://seguridad5654.byethost24.com/pase.php,Other,0
http://registery001.byethost6.com/?i=1,Other,0
https://promerik.000webhostapp.com/,Other,0
https://www.whatsapgrup.duckdns.org/,Other,0
http://nalgeo.000webhostapp.com/,Other,0
http://whatsapgrup.duckdns.org/,Other,0
http://mygrup-mbull18.duckdns.org/,Other,1
https://fusfrdsas.com/NEW/amazon/,Other,0
https://www.joinwhatsapcom.duckdns.org/,Other,0
http://bokep2021terbaru.duckdns.org/,Other,0
http://join-grup-tante07.duckdns.org/,Other,1
http://joinwhatsapcom.duckdns.org/,Other,0
http://cyhaaofficial.duckdns.org/,Other,0
http://www.amazom.cp.jp0.25fdseh3aw1.xyz/mobile/,Other,1
https://cooperative40.000webhostapp.com/,Other,0
http://grupdewasabarat21.duckdns.org/,Other,0
http://www.namc.co.za/wetransfer/Wetransfer/,Other,0
http://bokepviralgg2021.duckdns.org/,Other,0
http://whatssap2021grup.duckdns.org/,Other,0
http://grup-wa-bokep-terbaru.duckdns.org/,Other,1
https://activationservicespostal.is-not-certified.com/c/v/b1fd6/,Other,1
https://activationservicespostal.is-not-certified.com/c/v/,Other,1
http://giafsas.com/NEW/amazon/,Other,0
https://arnazro.co.ip.emdc.idmytwm.asia/mobile/,Other,1
http://amaxzdserrs.net/mazon/2802e/,Other,0
http://www.poelkoipeirdf.com/mazon/amazon/,Other,0
http://pemersatubangsa-x18plus.duckdns.org/,Other,1
http://grupinvitebudi01.duckdns.org/,Other,0
http://www.poelkoipeirdf.com/mazon/amazon,Other,0
http://www.kincob.cl/administrator/authorize_client_id:93w2xnq4-3ur8-o63a-e87o-m5zu2bor01cf_y5feun0ioclx6jrsp4dkh97bvw8amqg13t2znxio0mfl7d82gpkhwe4cqvz65b9as1rutyj3enjwxpk6holcm8fb5ru42sz0y3agi79dqv1t,Other,1
http://www.kincob.cl/administrator/authorize_client_id:9ljtky53-l4gi-3szv-ezv1-d7v92rxmnql5_swq19iuc62rveln4x3p78z5jhtbadfyo0mkgpad3k2xe01z7suogtc6jrihlqnv5y9bfmw48jrgowm028a65fk3nclt7diyq4b1phzuvxes9?status=putuser,Other,1
http://www.amazom.cp.jp0.25fdseh3aw1.xyz/mobile,Other,1
http://timeline.fbcom-khvk16wj.kets.sd/connect.html?timelimit=7e873e0400e0ba08ff6f4b2b737ff0c2,Other,1
http://timeline.fbcom-8lk21ze85.kets.sd/connect.html?timelimit=ee78795adba8a3f07c36fdc898bfb1a2,Other,1
http://timeline.fbcom-8lk21ze85.kets.sd/connect.html?timelimit=2a8659501e7026eef92f58a985672fed,Other,1
http://thehiltonholidays.com/MOMENTSDEVIE/39359/,Other,0
http://thehiltonholidays.com/MOMENTSDEVIE/39359,Other,0
https://www.paypal-me-alessandra-martini.com/authflow.php,Other,1
https://www.medanws.com/ghank/OfficeV4/authorize_client_id:vb5jkuag-uo4c-a94l-3rjl-y7eotz30nkpu_r2x689ig4laen3tuhzqsoyvbfwj0pk157mcdtf7qzwxc0lgb1evua89r2p4n6kj35hodsmiyx6i5fv0l2tg3p7cr4kqahozbunsj89mdwey1?data=anNpbXNAb3BleC5jb20=,Other,1
https://u1194396pb4.ha004.t.justns.ru/labanquepostale.fr/web/index.php?cheking=pass&amp;id=52398344,Other,1
https://thirsty-haibt.107-175-34-221.plesk.page/link/fa0c3,Other,1
https://thirsty-haibt.107-175-34-221.plesk.page/link/fa0c3/,Other,1
https://thirsty-haibt.107-175-34-221.plesk.page/link/ec757,Other,1
https://thirsty-haibt.107-175-34-221.plesk.page/link/ec757/,Other,1
https://thirsty-haibt.107-175-34-221.plesk.page/link/ec553/,Other,1
https://thirsty-haibt.107-175-34-221.plesk.page/link/ec553,Other,1
https://shoedrop.com/csss/hakam%20new/piled.php?email=jim@thejimburkefamily.com,Other,1
